Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,ClusterID,Cluster
323,0,0.479403305,0.533634976,0.531827186,0.603914729,0.603770593,0.999038647,0.797347543,0.809266354,0.303305547,0.781520852,9330000000.0,34000000.0,0.467231994,0.00050405,0.0,0.170620707,0.170620707,0.170620707,0.211969367,0.322487091,0.012462755,0.099747578,0.168486857,0.022054759,0.847987008,0.688835021,0.688835021,0.217567558,6200000000.0,0.000434381,0.263834301,0.380937744,0.003690472,0.001811633,0.645311023,0.009646267,0.152039181,0.847960819,0.004979349,0.380204571,0.010047407,0.099711759,0.167483599,0.396651764,0.055472264,0.00164751,0.003839175,8560000000.0,3400000000.0,0.020967742,0.03158204,0.40014925,0.120127588,0.732619566,0.049179648,0.108769244,0.000897004,0.001703149,8590000000.0,0.055078565,0.346736865,0.276500508,0.005486959,0.336404832,0.730398902,0.329168406,0.082561686,0.930202813,0.002187271,0.014714898,7210000000.0,3300000000.0,0.593880787,175000000.0,0.67156585,0.849306972,0.336404832,0.329168406,0.129210022,0.638660158,0.458558327,0.594513922,0.313748943,0.075770174,0,0.792266255,0.042654838,0.625531701,0.603916107,0.839690237,0.281774603,0.024036058,0.573332559,1,0.023878795,1,1
341,0,0.502754351,0.5611099,0.557685101,0.61509967,0.614523127,0.999191054,0.797579678,0.809486908,0.303392317,0.781758045,0.000113324,6180000000.0,0.485413049,610000000.0,0.041907076,0.219291222,0.219291222,0.219291222,0.228041978,0.337447832,0.015805315,0.11212442,0.181215636,0.02210743,0.848040193,0.689314484,0.689314484,0.217583984,6640000000.0,0.000443215,0.263789232,0.392803919,0.021581836,0.019002804,0.630612252,0.001516519,0.041932461,0.958067539,0.005614469,0.369647247,0.005365848,0.112096341,0.180280522,0.397811965,0.059970015,0.000395646,0.015962975,0.000108338,0.000110449,0.016451613,0.011726863,0.40094073,0.013251137,0.853955204,0.493122801,0.521563355,0.094192116,0.019683785,0.010823646,0.045802139,0.411048717,0.277040011,0.005249738,0.975479076,0.736912796,0.327589133,0.0,0.939379998,0.002425634,0.015346147,0.000355999,0.000342707,0.594096803,0.000171562,0.671616373,0.270645084,0.975479076,0.327589133,0.110933234,0.674236171,0.476997233,0.667136156,0.317981926,0.01358046,0,0.813531116,0.003828722,0.641639969,0.615099588,0.840993365,0.275879133,0.026791177,0.565158493,1,0.091045922,1,1
369,0,0.468093404,0.534616223,0.51887146,0.594135113,0.594135113,0.998967008,0.797378255,0.809305543,0.303509057,0.781563378,1050000000.0,84900000.0,0.47434807,0.000369037,0.0,0.206565252,0.206565252,0.206565252,0.21282027,0.34176275,0.348518535,0.105691719,0.168034948,0.022042574,0.847987396,0.689036622,0.689036622,0.21755369,428000000.0,0.000426046,0.263751933,0.407408442,0.014062359,0.01035388,0.639165559,0.004607921,0.099011398,0.900988602,0.007543662,0.373907082,0.008898191,0.104694904,0.167114094,0.404818715,1.0,0.003185456,0.001985338,0.001045169,0.008919865,0.194032258,0.695880029,0.406910744,0.00993496,0.867831106,0.626020043,0.750602712,0.142338375,0.0113395,0.007490846,0.100573794,0.377817625,0.27715123,0.007381322,0.954327591,0.739210985,0.330172665,0.000396025,0.931121745,0.00221417,0.02568388,1170000000.0,1280000000.0,0.593924925,1310000000.0,0.671570717,0.067778723,0.954327591,0.330172665,0.111353867,0.620696169,0.453633246,0.685409821,0.311444428,0.020847605,0,0.793572616,0.003788706,0.624320954,0.594136955,0.839874585,0.27812066,0.02433782,0.574010016,1,0.038377318,1,1
414,0,0.501194365,0.574847362,0.555757803,0.609694576,0.609694576,0.999197178,0.797667801,0.809568542,0.303533469,0.781839028,2970000000.0,0.0,0.461914228,0.000562056,0.03401154,0.218448443,0.218448443,0.218448443,0.2475182,0.320647945,0.027042969,0.124989822,0.200421782,0.022074354,0.848027382,0.689415876,0.689415876,0.217594393,9060000000.0,0.000601725,0.263981164,0.379177378,0.010053635,0.000646923,0.631658128,0.01167802,0.166187986,0.833812014,0.005698201,0.377821344,0.005365848,0.124993893,0.196998718,0.41915509,0.059970015,0.002755318,0.002295307,783000000.0,0.000189124,0.025,0.293133381,0.623063703,0.199570272,0.841875627,0.052186111,0.832627721,0.000379422,0.000538979,1300000000.0,0.154858114,0.342061913,0.278149608,0.024911007,0.888244628,0.740496661,0.335471936,0.002297083,0.942831418,0.003594381,0.002836969,0.000648457,3750000000.0,0.594095754,77800000.0,0.671570212,0.144903682,0.888244628,0.335471936,0.115016335,0.641613248,0.45907201,0.572154883,0.314287235,0.029033825,0,0.81865261,0.015046721,0.615970852,0.609693114,0.842432376,0.283248049,0.026792402,0.565164325,1,0.021531544,1,1
439,0,0.411690148,0.455189708,0.466834413,0.596398046,0.596398046,0.998905537,0.797130072,0.809093191,0.303204033,0.781365483,0.000108236,5280000000.0,0.46145123,0.000367037,0.0,0.149466942,0.149466942,0.149466942,0.202609436,0.317606281,0.013400487,0.091767771,0.154101077,0.022899053,0.848071438,0.689328565,0.689328565,0.217594082,6430000000.0,0.000395801,0.263855281,0.376429716,0.006465502,0.006290183,0.63036568,0.006615052,0.124164828,0.875835172,0.0065544,0.375955919,0.005365848,0.091748498,0.15688108,0.400018488,0.133433283,0.000760857,0.008321343,0.001807169,0.000576451,0.031129032,0.128419723,0.368410936,0.021506671,0.76005571,0.456722711,0.441510977,0.002118002,0.006544005,8870000000.0,0.126490431,0.340842744,0.277031444,0.000154158,0.964683361,0.732594801,0.331931031,0.0,0.890606207,0.002052554,0.044926944,0.000125583,0.000136309,0.593922048,172000000.0,0.671548857,0.089789196,0.964683361,0.331931031,0.110933234,0.605668328,0.451669707,0.565346295,0.308576779,0.044585371,0,0.749286397,0.001020836,0.623848689,0.596397892,0.836313694,0.279576274,0.02672558,0.564825026,1,0.030007699,1,1
450,0,0.439916151,0.504252072,0.489266021,0.594279249,0.594279249,0.991504275,0.79122155,0.803509678,0.308362855,0.775319152,0.007481103,0.006019231,0.464734154,710000000.0,0.0,0.185622182,0.185622182,0.185622182,0.208376666,0.318313645,0.000211746,0.087615015,0.16457031,0.022091595,0.847794691,0.688768397,0.688768397,0.217546423,9540000000.0,0.000531553,0.263716188,0.377500838,0.023857024,0.022856266,0.630607457,0.000505202,0.015418569,0.984581431,0.005094949,0.369703165,0.005365848,0.087628446,0.164120353,0.393767341,0.00149925,0.00065941,0.009593667,0.000141776,15100000.0,0.009032258,0.000740273,0.373453789,0.092998923,0.802171042,0.256785372,0.247521401,0.171650524,0.023849628,0.045216741,0.019710377,0.350663498,0.276978879,0.000370875,0.995479996,0.734175632,0.32672595,0.0,0.926941787,0.002035517,0.011746134,0.007547538,0.00786031,0.597768991,0.013228852,0.666136894,0.707942415,0.995479996,0.32672595,0.110933234,0.551685057,0.338477781,0.570768108,0.30554626,0.012272735,0,0.78256706,0.01163531,0.624212019,0.594274829,0.839382958,0.275145363,0.02678971,0.565151487,1,0.218822321,1,1
456,0,0.495783162,0.550425207,0.538037368,0.624828839,0.624828839,0.999001672,0.797454757,0.809357622,0.303569965,0.781577553,0.000468212,0.000246189,0.460927841,0.000163016,0.280898876,0.172727656,0.172727656,0.172727656,0.216696606,0.315590295,0.038008379,0.102516082,0.180161181,0.022192166,0.848277495,0.692884215,0.692884215,0.21763653,6280000000.0,0.000468768,0.264212727,0.3719962,0.00510014,0.004970137,0.631304708,0.016481091,0.190797231,0.809202769,0.004993059,0.383563007,0.005365848,0.102472031,0.17918709,0.408239028,0.11844078,0.000580281,0.010889047,896000000.0,0.000162647,0.046612903,0.004811774,0.392584971,0.00369728,0.726606429,0.559033687,0.555845829,0.168898509,0.00504432,0.004500624,0.19909679,0.339277016,0.276858188,0.000502347,0.999503999,0.729157657,0.340868392,0.0,0.935372658,0.002256256,0.06426845,0.000182951,0.000190196,0.593893435,0.000154195,0.671582803,0.367109197,0.999503999,0.340868392,0.110933234,0.657817591,0.461276207,0.556166364,0.318447482,0.055923089,0,0.80584931,6410000000.0,0.623684064,0.624830128,0.841323096,0.28673166,0.02697316,0.56589872,1,0.018264884,1,1
526,0,0.4971969,0.499836459,0.542748541,0.593810807,0.593810807,0.998677909,0.796932383,0.808989163,0.303334792,0.781222465,0.000294411,0.0,0.46248291,0.000545055,0.0,0.137878724,0.137878724,0.137878724,0.201285809,0.319763741,0.008621081,0.083869392,0.156059351,0.022258665,0.848098013,0.689559828,0.689559828,0.217611881,6040000000.0,0.000365482,0.265184046,0.382521143,0.00016287,0.000433569,0.62882529,0.043589673,0.245729661,0.754270339,0.004859077,0.399879888,0.005365848,0.083834091,0.155041098,0.394481413,0.047976012,0.009183042,0.000688251,0.006650488,2950000000.0,0.033870968,0.00677996,0.385540806,0.029754012,0.607585885,0.034798722,0.035129494,0.03456586,0.000282376,0.001061838,0.172639775,0.342875872,0.27697314,5120000000.0,0.67122006,0.69803896,0.352356579,0.201591196,0.888167413,0.002030779,0.022134549,2040000000.0,2590000000.0,0.593612208,7560000000.0,0.671596348,0.874905385,0.67122006,0.352356579,0.156370396,0.657151132,0.460766505,0.582114627,0.322179198,0.650660985,0,0.77013029,0.000556608,0.624826519,0.593806215,0.833175038,0.306391526,0.026492312,0.563171582,1,0.013284392,1,1
538,1,0.444011115,0.501144788,0.485464961,0.593695499,0.593695499,0.998878614,0.797215013,0.80911897,0.303408752,0.78136829,9180000000.0,0.0,0.459726731,0.000386039,0.0,0.133791244,0.133791244,0.133791244,0.205918502,0.315625663,0.009755434,0.091442065,0.1641184,0.02211078,0.848006466,0.688651771,0.688651771,0.217522922,2000000000.0,0.000245302,0.26334631,0.358909877,0.001822771,0.001812256,0.629392063,0.029139423,0.226108776,0.773891224,0.213835626,0.402843544,0.005365848,0.091455372,0.163147576,0.394995867,0.071964018,0.004388626,0.001441398,19100000.0,0.100954625,0.026129032,0.158312648,0.348703105,0.00016356,0.631612627,0.226832776,0.217311704,0.042261291,0.001962055,0.001111942,0.201643821,0.336382662,0.27697486,0.0,0.854821239,0.711440214,0.348382046,0.015638795,0.876916911,0.0020359,0.031028048,6680000.0,7610000000.0,0.593805625,4000000000.0,0.671561751,0.000475911,0.854821239,0.348382046,0.124557012,0.628524718,0.457634446,0.533680947,0.308964297,0.142564865,0,0.76069253,0.000808836,0.622710127,0.593690462,0.833228607,0.295911725,0.026431693,0.562560807,1,0.014791299,1,1
544,0,0.52347292,0.51210205,0.54547888,0.602199513,0.602199513,0.998988384,0.797293037,0.809151259,0.303315456,0.78139622,0.000118412,1950000000.0,0.464212442,0.000632063,0.0,0.163794193,0.163794193,0.163794193,0.200434906,0.325210441,0.018648759,0.097630486,0.1641184,0.022078637,0.847974291,0.659721015,0.659721015,0.214183329,6600000000.0,0.000410275,0.263793117,0.386069819,0.002991566,0.001487236,0.627209901,0.016051578,0.188953049,0.811046951,0.004895979,0.385923866,0.005365848,0.097594737,0.16310233,0.403093152,0.073463268,0.000801436,0.007898658,6080000000.0,5600000000.0,0.029032258,0.006762334,0.39255105,0.017012503,0.684266336,0.128148989,0.263396988,0.007886929,0.001417116,0.00026674,0.156765557,0.347395297,0.27668331,0.004421826,0.791547886,0.724396643,0.337555465,0.012273229,0.923034846,0.002054563,0.018112411,0.000139749,6810000000.0,0.593819386,1170000000.0,0.67153457,0.73862147,0.791547886,0.337555465,0.119427837,0.610078215,0.454815974,0.605594761,0.306145512,0.091902673,0,0.77734197,0.002979313,0.624463644,0.60219484,0.837670995,0.286419898,0.025666611,0.648748718,1,0.018478237,1,1
